epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,214.622,1.22128,1.0722,1.23527,0.75393,0.67686,0.7615,0.42769,1.47871,1.21519,1.39837,0.007921,0.007921,0.007921
44,219.513,1.23194,1.05121,1.24347,0.69563,0.67232,0.7395,0.47,1.39637,1.18899,1.37219,0.0078715,0.0078715,0.0078715
45,224.33,1.24178,1.07496,1.25111,0.66765,0.70585,0.70819,0.39037,1.54132,1.32691,1.44996,0.007822,0.007822,0.007822
46,229.231,1.19894,1.0404,1.22331,0.58996,0.73178,0.74253,0.38262,1.67865,1.37564,1.60312,0.0077725,0.0077725,0.0077725
47,233.54,1.19841,1.02426,1.21814,0.71099,0.73999,0.7647,0.48252,1.34473,1.13948,1.35176,0.007723,0.007723,0.007723
48,238.113,1.21433,1.03135,1.22956,0.6828,0.74322,0.77793,0.45317,1.41231,1.12274,1.39978,0.0076735,0.0076735,0.0076735
49,242.818,1.21471,1.02822,1.22465,0.70554,0.71879,0.74406,0.44889,1.45441,1.2022,1.40164,0.007624,0.007624,0.007624
50,247.637,1.20021,1.03296,1.23218,0.74998,0.65657,0.74518,0.42758,1.43562,1.28796,1.38887,0.0075745,0.0075745,0.0075745
51,252.307,1.20192,1.02774,1.22596,0.76975,0.74869,0.78789,0.4806,1.41329,1.11602,1.35731,0.007525,0.007525,0.007525
52,257.004,1.19125,1.0154,1.21684,0.72867,0.71343,0.76926,0.45228,1.41097,1.17947,1.38302,0.0074755,0.0074755,0.0074755
53,261.84,1.20173,1.00283,1.22364,0.71957,0.64536,0.73203,0.3727,1.70654,1.4084,1.57137,0.007426,0.007426,0.007426
54,267.148,1.19009,1.01614,1.21843,0.70985,0.71695,0.71687,0.43928,1.48323,1.22989,1.41873,0.0073765,0.0073765,0.0073765
55,272.274,1.17478,0.99261,1.2107,0.70552,0.73368,0.73184,0.44796,1.41091,1.19309,1.36824,0.007327,0.007327,0.007327
56,277.235,1.17305,0.98051,1.19488,0.67291,0.71889,0.75343,0.41141,1.56025,1.17356,1.46839,0.0072775,0.0072775,0.0072775
57,282.295,1.15767,0.96617,1.20077,0.72882,0.72724,0.78542,0.48425,1.33777,1.11153,1.32609,0.007228,0.007228,0.007228
58,287.229,1.16753,0.97882,1.20691,0.74509,0.76322,0.7966,0.49895,1.33947,1.07494,1.33667,0.0071785,0.0071785,0.0071785
59,292.296,1.14604,0.97539,1.19135,0.72527,0.68717,0.75581,0.42872,1.56096,1.23059,1.48359,0.007129,0.007129,0.007129
60,297.194,1.17114,0.99413,1.20545,0.66918,0.70636,0.76363,0.41199,1.57471,1.2506,1.48927,0.0070795,0.0070795,0.0070795
61,302.118,1.17135,0.97919,1.20779,0.73551,0.70922,0.77386,0.43736,1.48773,1.14561,1.39149,0.00703,0.00703,0.00703
62,306.951,1.16199,0.96276,1.20839,0.7904,0.80204,0.83966,0.53934,1.28892,1.04665,1.29931,0.0069805,0.0069805,0.0069805
63,312.024,1.16454,0.96013,1.20876,0.67214,0.73354,0.77916,0.43718,1.54079,1.21294,1.45586,0.006931,0.006931,0.006931
64,316.895,1.15637,0.95389,1.19529,0.71375,0.75399,0.78052,0.44894,1.48094,1.11024,1.41676,0.0068815,0.0068815,0.0068815
65,321.719,1.17037,0.96674,1.20744,0.69082,0.75544,0.77371,0.43316,1.49437,1.19966,1.41702,0.006832,0.006832,0.006832
66,326.901,1.14557,0.95622,1.18637,0.72035,0.75086,0.78599,0.47176,1.40035,1.08903,1.37496,0.0067825,0.0067825,0.0067825
67,331.916,1.1252,0.94272,1.18507,0.74934,0.78667,0.81436,0.52351,1.30255,1.02597,1.31323,0.006733,0.006733,0.006733
68,337,1.14437,0.96294,1.19696,0.72963,0.75783,0.80013,0.48732,1.34009,1.07993,1.34889,0.0066835,0.0066835,0.0066835
69,342.102,1.11988,0.93351,1.19215,0.79564,0.74523,0.81117,0.49271,1.40199,1.05713,1.34472,0.006634,0.006634,0.006634
70,347.02,1.14841,0.96032,1.20188,0.71176,0.67122,0.72255,0.38293,1.69763,1.39988,1.57723,0.0065845,0.0065845,0.0065845
71,351.549,1.11626,0.93651,1.18732,0.72699,0.7927,0.81317,0.50539,1.32819,1.07635,1.34147,0.006535,0.006535,0.006535
72,356.532,1.13263,0.93703,1.18948,0.7351,0.77561,0.80395,0.50614,1.31871,1.06885,1.33068,0.0064855,0.0064855,0.0064855
73,361.632,1.14148,0.93283,1.1872,0.76333,0.76532,0.80719,0.50749,1.32231,1.03108,1.3275,0.006436,0.006436,0.006436
74,366.668,1.11789,0.92217,1.18105,0.77667,0.73006,0.7925,0.50622,1.31019,1.01347,1.33551,0.0063865,0.0063865,0.0063865
75,371.765,1.1231,0.94034,1.17893,0.77866,0.74388,0.79691,0.48482,1.35762,1.07981,1.3458,0.006337,0.006337,0.006337
76,376.574,1.11541,0.91675,1.17919,0.76464,0.72743,0.76003,0.47077,1.43051,1.14855,1.37072,0.0062875,0.0062875,0.0062875
77,381.705,1.12198,0.93085,1.18829,0.76106,0.75902,0.79887,0.48533,1.37061,1.07248,1.35287,0.006238,0.006238,0.006238
78,386.773,1.13381,0.93998,1.18699,0.71986,0.74468,0.79756,0.48893,1.36377,1.05049,1.33372,0.0061885,0.0061885,0.0061885
79,391.582,1.10891,0.90469,1.16967,0.68617,0.69891,0.73708,0.39971,1.63302,1.22402,1.5468,0.006139,0.006139,0.006139
80,395.665,1.10679,0.90397,1.1711,0.74739,0.75749,0.79765,0.50665,1.32351,1.02382,1.311,0.0060895,0.0060895,0.0060895
81,399.6,1.12075,0.90547,1.17583,0.77963,0.74349,0.79092,0.48979,1.32719,1.07766,1.33571,0.00604,0.00604,0.00604
82,404.053,1.11242,0.91442,1.179,0.71064,0.70679,0.76222,0.4706,1.32432,1.09184,1.3325,0.0059905,0.0059905,0.0059905
83,408.803,1.11487,0.89703,1.16338,0.74195,0.7052,0.78213,0.48392,1.37171,1.053,1.35838,0.005941,0.005941,0.005941
84,412.742,1.0921,0.90229,1.16736,0.74947,0.69004,0.71854,0.43206,1.59363,1.22926,1.47029,0.0058915,0.0058915,0.0058915
85,417.204,1.08724,0.90903,1.16265,0.81866,0.75937,0.83924,0.52854,1.2971,0.9901,1.30742,0.005842,0.005842,0.005842
86,422.519,1.11207,0.91477,1.17545,0.7688,0.73803,0.80291,0.5013,1.3035,1.06591,1.32763,0.0057925,0.0057925,0.0057925
87,427.622,1.10863,0.90621,1.18275,0.78048,0.80707,0.82919,0.5082,1.32787,1.01261,1.3285,0.005743,0.005743,0.005743
88,432.375,1.10252,0.88785,1.17249,0.78358,0.77096,0.81587,0.51779,1.25584,0.99545,1.2915,0.0056935,0.0056935,0.0056935
89,437.322,1.10446,0.89539,1.17405,0.78125,0.77353,0.82305,0.51817,1.26875,0.99422,1.30861,0.005644,0.005644,0.005644
90,442.267,1.10909,0.8833,1.16745,0.81703,0.7651,0.82954,0.54496,1.28204,0.98201,1.3067,0.0055945,0.0055945,0.0055945
91,447.379,1.07997,0.88047,1.15833,0.81664,0.75412,0.82574,0.52417,1.28718,0.99111,1.29072,0.005545,0.005545,0.005545
92,452.292,1.10115,0.89412,1.1711,0.76216,0.77005,0.83812,0.52876,1.27041,1.01687,1.30064,0.0054955,0.0054955,0.0054955
93,457.495,1.08477,0.89381,1.16401,0.75364,0.70321,0.79026,0.44664,1.49525,1.15834,1.43411,0.005446,0.005446,0.005446
94,462.319,1.0745,0.88767,1.16047,0.74362,0.74232,0.79697,0.49932,1.31911,1.05792,1.31673,0.0053965,0.0053965,0.0053965
95,467.367,1.08205,0.88305,1.16193,0.77582,0.77943,0.81226,0.52082,1.28048,0.98676,1.28422,0.005347,0.005347,0.005347
96,472.377,1.09202,0.88394,1.16389,0.82186,0.75567,0.83254,0.52138,1.30014,1.00945,1.31423,0.0052975,0.0052975,0.0052975
97,477.694,1.06814,0.88119,1.16451,0.76421,0.74358,0.79535,0.51351,1.3045,0.99679,1.30548,0.005248,0.005248,0.005248
98,482.897,1.072,0.86965,1.15337,0.81047,0.80771,0.84366,0.56166,1.21209,0.92155,1.27504,0.0051985,0.0051985,0.0051985
99,488.1,1.08917,0.88984,1.16245,0.76139,0.76422,0.79817,0.50835,1.26747,0.98621,1.31022,0.005149,0.005149,0.005149
100,493.12,1.05864,0.85501,1.15485,0.79205,0.78426,0.8176,0.52249,1.27396,0.98943,1.2918,0.0050995,0.0050995,0.0050995
101,498.251,1.06987,0.86451,1.15481,0.77694,0.78054,0.82112,0.52596,1.25959,0.98835,1.29651,0.00505,0.00505,0.00505
102,503.432,1.07275,0.87037,1.16456,0.8232,0.77184,0.8332,0.54447,1.23515,0.97102,1.27926,0.0050005,0.0050005,0.0050005
103,508.474,1.06709,0.85478,1.15891,0.798,0.7589,0.83094,0.5451,1.21194,0.97589,1.27321,0.004951,0.004951,0.004951
104,513.413,1.07068,0.85104,1.15982,0.77063,0.80516,0.83167,0.55047,1.1858,0.96156,1.25639,0.0049015,0.0049015,0.0049015
105,518.411,1.07889,0.85946,1.1553,0.71146,0.76935,0.77578,0.48331,1.34487,1.06918,1.34143,0.004852,0.004852,0.004852
106,523.571,1.06077,0.8452,1.15817,0.80976,0.74973,0.82709,0.51934,1.2876,0.9801,1.30227,0.0048025,0.0048025,0.0048025
107,528.888,1.06525,0.86229,1.16158,0.83044,0.75801,0.8329,0.54469,1.22566,0.93402,1.27262,0.004753,0.004753,0.004753
108,534.083,1.06027,0.84977,1.15943,0.77368,0.79345,0.83978,0.54645,1.24937,0.94666,1.28985,0.0047035,0.0047035,0.0047035
109,539.359,1.06822,0.84276,1.14859,0.83179,0.75934,0.83224,0.53498,1.26886,0.95334,1.28077,0.004654,0.004654,0.004654
110,544.07,1.06227,0.848,1.14765,0.80253,0.77526,0.8327,0.54417,1.24857,0.95858,1.28643,0.0046045,0.0046045,0.0046045
111,549.248,1.06466,0.86989,1.14769,0.77293,0.75485,0.81405,0.52453,1.27102,0.98311,1.29265,0.004555,0.004555,0.004555
112,554.314,1.05785,0.84725,1.15343,0.81199,0.78046,0.8484,0.54277,1.24203,0.93714,1.26552,0.0045055,0.0045055,0.0045055
113,558.981,1.04965,0.84333,1.13924,0.83751,0.76006,0.84225,0.53669,1.25666,0.97373,1.29458,0.004456,0.004456,0.004456
114,563.695,1.04972,0.84704,1.14233,0.78473,0.82745,0.85717,0.55566,1.22375,0.94052,1.28717,0.0044065,0.0044065,0.0044065
115,568.324,1.02542,0.81951,1.13719,0.73157,0.76532,0.81096,0.50078,1.35082,1.00341,1.34773,0.004357,0.004357,0.004357
116,573.151,1.04162,0.83464,1.13571,0.8081,0.79327,0.84556,0.55487,1.23112,0.92371,1.2665,0.0043075,0.0043075,0.0043075
117,577.788,1.05737,0.84623,1.15084,0.70896,0.76101,0.8012,0.47278,1.45395,1.10475,1.39598,0.004258,0.004258,0.004258
118,582.772,1.05227,0.83308,1.14161,0.86282,0.76384,0.85584,0.567,1.19696,0.91862,1.25603,0.0042085,0.0042085,0.0042085
119,587.749,1.03677,0.83231,1.14579,0.82437,0.80749,0.85117,0.55059,1.20909,0.91187,1.25968,0.004159,0.004159,0.004159
120,592.837,1.02182,0.82379,1.13231,0.84545,0.77958,0.84574,0.56673,1.18608,0.91883,1.2513,0.0041095,0.0041095,0.0041095
121,597.835,1.03285,0.82374,1.13355,0.78142,0.78898,0.83817,0.54428,1.24606,0.93773,1.27425,0.00406,0.00406,0.00406
122,602.402,1.04209,0.81918,1.14265,0.77909,0.75498,0.81728,0.51908,1.29176,0.99671,1.31611,0.0040105,0.0040105,0.0040105
123,607.374,1.03337,0.81237,1.13437,0.74151,0.78221,0.80791,0.5334,1.2248,0.99566,1.28304,0.003961,0.003961,0.003961
124,612.401,1.02735,0.82498,1.13908,0.80453,0.79635,0.8399,0.54686,1.2006,0.91891,1.25377,0.0039115,0.0039115,0.0039115
125,617.26,1.03023,0.81268,1.13007,0.7543,0.80518,0.82014,0.5197,1.27534,0.96563,1.29356,0.003862,0.003862,0.003862
126,622.256,1.01688,0.81625,1.13251,0.77096,0.78972,0.81825,0.53314,1.25561,0.96185,1.29636,0.0038125,0.0038125,0.0038125
127,627.06,1.02065,0.8077,1.13814,0.82536,0.77457,0.83239,0.55267,1.21475,0.9264,1.27502,0.003763,0.003763,0.003763
128,631.974,1.00846,0.80888,1.1252,0.76241,0.77781,0.82549,0.53484,1.22266,0.95305,1.28014,0.0037135,0.0037135,0.0037135
129,636.994,1.02664,0.81923,1.13114,0.79945,0.78,0.84047,0.55479,1.22165,0.93519,1.28185,0.003664,0.003664,0.003664
130,641.986,1.03118,0.82815,1.1469,0.76271,0.81391,0.83128,0.54777,1.20877,0.932,1.28039,0.0036145,0.0036145,0.0036145
131,646.915,1.0182,0.81832,1.1268,0.83048,0.76647,0.83416,0.5361,1.2504,0.93868,1.28965,0.003565,0.003565,0.003565
132,651.842,1.03369,0.81826,1.13857,0.8001,0.73929,0.80819,0.50648,1.33425,1.01135,1.336,0.0035155,0.0035155,0.0035155
133,656.608,1.01228,0.79807,1.12112,0.80006,0.80122,0.84326,0.54326,1.23707,0.92323,1.28053,0.003466,0.003466,0.003466
134,661.421,0.99711,0.79179,1.12418,0.78705,0.79187,0.83763,0.54376,1.22599,0.93918,1.28164,0.0034165,0.0034165,0.0034165
135,666.229,0.99646,0.78978,1.12021,0.80036,0.81334,0.84756,0.56416,1.18885,0.90086,1.26619,0.003367,0.003367,0.003367
136,671.037,1.00408,0.79163,1.12428,0.74621,0.80532,0.83521,0.53123,1.24391,0.93526,1.28962,0.0033175,0.0033175,0.0033175
137,675.876,1.01423,0.79693,1.12882,0.76498,0.82215,0.83035,0.51712,1.277,0.94348,1.29745,0.003268,0.003268,0.003268
138,680.76,1.02122,0.80501,1.133,0.81491,0.79037,0.85073,0.55189,1.21067,0.89775,1.26322,0.0032185,0.0032185,0.0032185
139,685.453,1.00195,0.77966,1.1148,0.79847,0.80194,0.85113,0.55324,1.21288,0.93201,1.2792,0.003169,0.003169,0.003169
140,690.293,1.00762,0.794,1.12186,0.79678,0.78663,0.84449,0.54446,1.25057,0.93589,1.28745,0.0031195,0.0031195,0.0031195
141,695.077,0.99128,0.79122,1.12024,0.73973,0.83064,0.82483,0.53844,1.22115,0.93275,1.28062,0.00307,0.00307,0.00307
142,699.941,1.0117,0.79716,1.12943,0.83865,0.77984,0.83975,0.55832,1.2058,0.90008,1.26533,0.0030205,0.0030205,0.0030205
143,704.886,0.9996,0.78771,1.12496,0.71737,0.79564,0.78835,0.50514,1.26796,0.97679,1.29381,0.002971,0.002971,0.002971
144,709.884,0.99263,0.7788,1.11647,0.77418,0.8099,0.82056,0.54066,1.21998,0.92664,1.27355,0.0029215,0.0029215,0.0029215
145,714.984,1.00863,0.78609,1.12474,0.81361,0.80369,0.85323,0.55353,1.23351,0.88476,1.27193,0.002872,0.002872,0.002872
146,719.879,1.01003,0.79902,1.11968,0.76971,0.804,0.8379,0.52803,1.27725,0.95935,1.29099,0.0028225,0.0028225,0.0028225
147,724.801,1.01266,0.78585,1.12349,0.70034,0.8124,0.8256,0.49829,1.37291,0.99457,1.34983,0.002773,0.002773,0.002773
148,729.38,1.00701,0.79545,1.12186,0.78334,0.80889,0.84369,0.53416,1.29354,0.89547,1.28617,0.0027235,0.0027235,0.0027235
149,734.166,0.99869,0.79196,1.12358,0.73283,0.7549,0.81707,0.47497,1.42579,1.00795,1.37911,0.002674,0.002674,0.002674
150,738.972,0.97091,0.77651,1.11459,0.69886,0.83882,0.83514,0.50706,1.34186,0.99016,1.33175,0.0026245,0.0026245,0.0026245
151,743.991,0.9933,0.78576,1.12461,0.77961,0.82827,0.8467,0.53445,1.27726,0.91313,1.29089,0.002575,0.002575,0.002575
152,748.829,1.009,0.79582,1.12786,0.78791,0.8031,0.84682,0.53422,1.26113,0.92545,1.28395,0.0025255,0.0025255,0.0025255
153,753.831,0.99158,0.78463,1.11536,0.76773,0.81977,0.84268,0.53848,1.23573,0.92346,1.27759,0.002476,0.002476,0.002476
154,758.712,0.96373,0.7542,1.10418,0.78189,0.82484,0.85246,0.53736,1.24837,0.92325,1.28332,0.0024265,0.0024265,0.0024265
