epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,569.663,0.83783,1.13786,1.30288,0.69428,0.73831,0.75231,0.61063,0.80698,1.41844,1.5825,0.006931,0.006931,0.006931
64,578.26,0.78949,1.10927,1.2691,0.77174,0.73457,0.78793,0.64229,0.80469,1.27902,1.58327,0.0068815,0.0068815,0.0068815
65,587.14,0.81454,1.14343,1.29635,0.73233,0.74524,0.7854,0.59079,0.94711,1.31062,1.66837,0.006832,0.006832,0.006832
66,596.162,0.77945,1.09998,1.25763,0.758,0.73474,0.78144,0.6115,0.91955,1.32682,1.62901,0.0067825,0.0067825,0.0067825
67,605.358,0.78512,1.08067,1.26432,0.74618,0.69444,0.77052,0.56792,1.01543,1.30472,1.69111,0.006733,0.006733,0.006733
68,614.231,0.79103,1.11757,1.26793,0.6656,0.77176,0.74634,0.5972,0.77675,1.2374,1.54621,0.0066835,0.0066835,0.0066835
69,623.127,0.77319,1.0722,1.26706,0.78438,0.80101,0.82689,0.63327,0.84976,1.32238,1.57677,0.006634,0.006634,0.006634
70,632.173,0.79117,1.1095,1.28813,0.74987,0.75115,0.78839,0.66093,0.79035,1.2928,1.53792,0.0065845,0.0065845,0.0065845
71,641.059,0.77203,1.0877,1.26332,0.71697,0.7149,0.73118,0.58549,0.82767,1.35466,1.55742,0.006535,0.006535,0.006535
72,649.878,0.77376,1.07301,1.26137,0.79812,0.75736,0.8287,0.64697,0.85887,1.30931,1.57559,0.0064855,0.0064855,0.0064855
73,658.902,0.78015,1.07204,1.2648,0.70936,0.73515,0.7614,0.604,0.84732,1.27289,1.58065,0.006436,0.006436,0.006436
74,667.58,0.78093,1.0786,1.26943,0.81296,0.83273,0.83602,0.65154,0.857,1.22262,1.58079,0.0063865,0.0063865,0.0063865
75,676.587,0.77561,1.07173,1.2587,0.77058,0.76829,0.83958,0.66873,0.85677,1.15365,1.58163,0.006337,0.006337,0.006337
