epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.4657,4.59436,4.1747,3.9238,0,0,0,0,4.40032,4.00251,3.82466,0.0032963,0.0032963,0.0703333
2,10.5362,4.09269,3.51959,3.38834,0.00847,0.07663,0.00055,7e-05,4.21149,4.2692,3.73258,0.00659681,0.00659681,0.0403005
3,15.4895,3.61774,3.18538,3.03377,0.00072,0.03777,0.00011,2e-05,4.70503,6.671,4.61109,0.00986433,0.00986433,0.0102347
4,20.6339,3.3508,3.04851,2.85121,0.17368,0.00966,0.00096,0.00033,4.98817,94.7739,5.99349,0.0098515,0.0098515,0.0098515
5,26.0446,3.15158,2.90561,2.68666,0.0104,0.08182,0.0068,0.0019,4.31316,5.30904,3.99086,0.009802,0.009802,0.009802
6,31.116,2.89289,2.66706,2.46072,0.70187,0.04106,0.01657,0.00362,4.07747,6.71488,3.69481,0.0097525,0.0097525,0.0097525
7,35.9731,2.64523,2.46385,2.27991,0.38848,0.06043,0.04125,0.00952,3.235,3.88422,2.96588,0.009703,0.009703,0.009703
8,40.896,2.50357,2.32436,2.19467,0.46333,0.13855,0.11681,0.0379,2.84094,3.21702,2.66888,0.0096535,0.0096535,0.0096535
9,45.8459,2.35378,2.19795,2.09683,0.3517,0.30639,0.20467,0.06061,2.53713,2.82337,2.45545,0.009604,0.009604,0.009604
10,50.8367,2.23944,2.11866,2.00708,0.14767,0.22439,0.14916,0.0503,2.66681,2.85839,2.59647,0.0095545,0.0095545,0.0095545
11,55.6868,2.16702,2.04607,1.98,0.27829,0.3507,0.26813,0.08767,2.36999,2.54586,2.33657,0.009505,0.009505,0.009505
12,60.3808,2.08379,1.95697,1.89319,0.27578,0.44921,0.29946,0.10546,2.23541,2.46354,2.24474,0.0094555,0.0094555,0.0094555
13,65.3469,2.01415,1.88632,1.83757,0.31064,0.43338,0.30797,0.11137,2.38668,2.41471,2.33402,0.009406,0.009406,0.009406
14,70.2338,1.98806,1.86108,1.82757,0.31699,0.40744,0.31158,0.11928,2.29935,2.33823,2.28662,0.0093565,0.0093565,0.0093565
15,75.3479,1.96907,1.82046,1.80203,0.34742,0.51643,0.43093,0.17738,2.05119,1.93826,2.0967,0.009307,0.009307,0.009307
16,80.2037,1.89781,1.77147,1.76217,0.57499,0.42064,0.45799,0.18569,1.96296,1.89377,1.98793,0.0092575,0.0092575,0.0092575
17,85.0536,1.88741,1.74343,1.74532,0.32093,0.36306,0.31398,0.11701,2.41102,2.50245,2.42034,0.009208,0.009208,0.009208
18,89.7519,1.86904,1.71554,1.72024,0.42795,0.38891,0.42204,0.17808,2.33978,2.12316,2.39267,0.0091585,0.0091585,0.0091585
19,94.4933,1.84047,1.70244,1.71021,0.41,0.47641,0.44808,0.17814,2.02244,1.88866,2.05948,0.009109,0.009109,0.009109
20,99.3814,1.8132,1.6845,1.69634,0.48994,0.4856,0.47388,0.20406,1.87204,1.93355,1.91667,0.0090595,0.0090595,0.0090595
21,104.106,1.81651,1.66556,1.67372,0.41001,0.51916,0.46787,0.19073,1.92372,1.89269,1.99552,0.00901,0.00901,0.00901
22,109.029,1.78717,1.65758,1.66755,0.47851,0.40765,0.42037,0.1663,2.15459,2.02909,2.05848,0.0089605,0.0089605,0.0089605
23,113.903,1.79011,1.6438,1.66242,0.42633,0.52244,0.45444,0.19122,1.94797,1.79465,1.97347,0.008911,0.008911,0.008911
24,118.668,1.75157,1.60796,1.63736,0.48142,0.56466,0.54115,0.25365,1.80416,1.71559,1.90042,0.0088615,0.0088615,0.0088615
25,123.486,1.74035,1.59916,1.63447,0.43726,0.56488,0.50017,0.20496,1.92736,1.80399,1.95002,0.008812,0.008812,0.008812
26,128.349,1.72176,1.58301,1.62505,0.52784,0.52723,0.52478,0.21712,1.88552,1.87771,1.96157,0.0087625,0.0087625,0.0087625
27,133.26,1.68597,1.54455,1.59263,0.49572,0.52586,0.51341,0.22512,1.7926,1.83199,1.88282,0.008713,0.008713,0.008713
28,138.216,1.69975,1.53152,1.60451,0.50734,0.51534,0.50166,0.21715,1.97666,1.99369,2.05818,0.0086635,0.0086635,0.0086635
