epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,216.1,1.7866,1.51403,1.50068,0.47343,0.56616,0.54816,0.2506,1.87841,1.71593,1.81313,0.007921,0.007921,0.007921
44,221.866,1.78164,1.49648,1.49221,0.51823,0.56042,0.57324,0.27359,1.93997,1.5927,1.86955,0.0078715,0.0078715,0.0078715
45,227.114,1.77126,1.4989,1.49483,0.51684,0.60803,0.5658,0.24833,1.99127,1.66684,1.87744,0.007822,0.007822,0.007822
46,232.491,1.77664,1.48385,1.47568,0.51359,0.56736,0.56016,0.27409,1.91452,1.68687,1.85832,0.0077725,0.0077725,0.0077725
47,237.763,1.73393,1.46388,1.46802,0.55476,0.55193,0.57754,0.27164,1.78968,1.65056,1.78004,0.007723,0.007723,0.007723
48,243.045,1.77574,1.47932,1.48641,0.51758,0.5192,0.5195,0.25871,1.88696,1.73646,1.82494,0.0076735,0.0076735,0.0076735
49,248.246,1.75772,1.47839,1.4671,0.53143,0.58937,0.58034,0.26553,1.8294,1.6047,1.79148,0.007624,0.007624,0.007624
50,253.275,1.7406,1.48672,1.48334,0.53613,0.59793,0.58745,0.28076,1.78642,1.56577,1.74399,0.0075745,0.0075745,0.0075745
51,258.506,1.75822,1.48537,1.46671,0.54804,0.5166,0.51664,0.24883,2.03684,1.77918,1.92554,0.007525,0.007525,0.007525
52,263.455,1.71653,1.46133,1.45706,0.51119,0.60046,0.58148,0.26147,1.93536,1.57781,1.85001,0.0074755,0.0074755,0.0074755
53,268.74,1.72267,1.45701,1.46023,0.60787,0.53298,0.58718,0.26975,1.91012,1.64285,1.84233,0.007426,0.007426,0.007426
54,274.024,1.74133,1.48369,1.46478,0.48808,0.5656,0.56667,0.27496,1.78958,1.61058,1.75684,0.0073765,0.0073765,0.0073765
55,279.237,1.71338,1.44328,1.44949,0.51915,0.56375,0.57893,0.29096,1.77861,1.58549,1.74694,0.007327,0.007327,0.007327
56,284.503,1.6743,1.42271,1.4304,0.58601,0.54977,0.57849,0.28665,1.82657,1.60552,1.80248,0.0072775,0.0072775,0.0072775
57,289.805,1.69423,1.42004,1.43258,0.54944,0.53346,0.54227,0.27277,1.90937,1.68126,1.84627,0.007228,0.007228,0.007228
58,295.007,1.70973,1.41917,1.43746,0.56267,0.5596,0.57301,0.28614,1.84402,1.65033,1.78598,0.0071785,0.0071785,0.0071785
